player_id,player_name,team,games,fumbles,fumbles_lost,forced_fumbles,own_fumbles_recoveries,opponent_fumbles_recoveries,touchdowns
david-ojabo,David Ojabo,,,0,0,0,0,0,0
moro-ojomo,Moro Ojomo,,,0,0,0,0,0,0
ty-okada,Ty Okada,,,0,0,0,0,0,0
jeff-okudah,Jeff Okudah,,,0,0,0,0,0,0
kitan-oladapo,Kitan Oladapo,,,0,0,0,0,0,0
bryce-oliver,Bryce Oliver,,,0,0,0,0,0,0
ruke-orhorhoro,Ruke Orhorhoro,,,0,0,0,0,0,0
anfernee-orji,Anfernee Orji,,,0,0,0,0,0,0
colby-parkinson,Colby Parkinson,,,0,0,0,0,0,0
rico-payton,Rico Payton,,,0,0,0,0,0,0
ricky-pearsall,Ricky Pearsall,,,0,0,0,0,0,0
kyle-peko,Kyle Peko,,,0,0,0,0,0,0
dell-pettus,Dell Pettus,,,0,0,0,0,0,0
zacch-pickens,Zacch Pickens,,,0,0,0,0,0,0
brandon-pili,Brandon Pili,,,0,0,0,0,0,0
bradley-pinion,Bradley Pinion,,,0,0,0,0,0,0
joey-porter-jr,Joey Porter Jr.,,,0,0,0,0,0,0
jackson-powers-johnson,Jackson Powers-Johnson,,,0,0,0,0,0,0
troy-pride,Troy Pride,,,0,0,0,0,0,0
deantre-prince,Deantre Prince,,,0,0,0,0,0,0
nehemiah-pritchett,Nehemiah Pritchett,,,0,0,0,0,0,0
dominick-puni,Dominick Puni,,,0,0,0,0,0,0
dillon-radunz,Dillon Radunz,,,0,0,0,0,0,0
bernhard-raimann,Bernhard Raimann,,,0,0,0,0,0,0
ennis-rakestraw-jr,Ennis Rakestraw Jr.,,,0,0,0,0,0,0
jose-ramirez,Jose Ramirez,,,0,0,0,0,0,0
labryan-ray,LaBryan Ray,,,0,0,0,0,0,0
jalen-redmond,Jalen Redmond,,,0,0,0,0,0,0
troy-reeder,Troy Reeder,,,0,0,0,0,0,0
jerrick-reed-ii,Jerrick Reed II,,,0,0,0,0,0,0
otis-reese,Otis Reese,,,0,0,0,0,0,0
luke-rhodes,Luke Rhodes,,,0,0,0,0,0,0
sean-rhyan,Sean Rhyan,,,0,0,0,0,0,0
monty-rice,Monty Rice,,,0,0,0,0,0,0
asim-richards,Asim Richards,,,0,0,0,0,0,0
decamerion-richardson,Decamerion Richardson,,,0,0,0,0,0,0
demani-richardson,Demani Richardson,,,0,0,0,0,0,0
eli-ricks,Eli Ricks,,,0,0,0,0,0,0
john-ridgeway,John Ridgeway,,,0,0,0,0,0,0
jordon-riley,Jordon Riley,,,0,0,0,0,0,0
ronnie-rivers,Ronnie Rivers,,,0,0,0,0,0,0
sam-roberts,Sam Roberts,,,0,0,0,0,0,0
chop-robinson,Chop Robinson,,,0,0,0,0,0,0
curtis-robinson,Curtis Robinson,,,0,0,0,0,0,0
darius-robinson-2,Darius Robinson,,,0,0,0,0,0,0
dominique-robinson,Dominique Robinson,,,0,0,0,0,0,0
jammie-robinson,Jammie Robinson,,,0,0,0,0,0,0
janarius-robinson,Janarius Robinson,,,0,0,0,0,0,0
tavius-robinson,Tavius Robinson,,,0,0,0,0,0,0
levi-drake-rodriguez,Levi Drake Rodriguez,,,0,0,0,0,0,0
casey-rogers,Casey Rogers,,,0,0,0,0,0,0
roger-rosengarten,Roger Rosengarten,,,0,0,0,0,0,0
d-angelo-ross,D'Angelo Ross,,,0,0,0,0,0,0
josh-ross,Josh Ross,,,0,0,0,0,0,0
jaquelin-roy,Jaquelin Roy,,,0,0,0,0,0,0
christian-rozeboom,Christian Rozeboom,,,0,0,0,0,0,0
jeremy-ruckert,Jeremy Ruckert,,,0,0,0,0,0,0
brady-russell,Brady Russell,,,0,0,0,0,0,0
andre-sam,Andre' Sam,,,0,0,0,0,0,0
khalen-saunders,Khalen Saunders,,,0,0,0,0,0,0
luke-schoonmaker,Luke Schoonmaker,,,0,0,0,0,0,0
cody-schrader,Cody Schrader,,,0,0,0,0,0,0
juice-scruggs,Juice Scruggs,,,0,0,0,0,0,0
trey-sermon,Trey Sermon,,,0,0,0,0,0,0
nephi-sewell,Nephi Sewell,,,0,0,0,0,0,0
kendall-sheffield,Kendall Sheffield,,,0,0,0,0,0,0
john-shenker,John Shenker,,,0,0,0,0,0,0
nathan-shepherd,Nathan Shepherd,,,0,0,0,0,0,0
jamien-sherwood,Jamien Sherwood,,,0,0,0,0,0,0
will-shipley,Will Shipley,,,0,0,0,0,0,0
trent-sieg,Trent Sieg,,,0,0,0,0,0,0
nesta-jade-silvera,Nesta Jade Silvera,,,0,0,0,0,0,0
ben-sinnott,Ben Sinnott,,,0,0,0,0,0,0
peter-skoronski,Peter Skoronski,,,0,0,0,0,0,0
tj-slaton,Tedarrell Slaton,,,0,0,0,0,0,0
cam-smith,Cam Smith,,,0,0,0,0,0,0
chris-smith-9,Chris Smith,,,0,0,0,0,0,0
elerson-smith,Elerson G. Smith,,,0,0,0,0,0,0
keidron-smith,Keidron Smith,,,0,0,0,0,0,0
maason-smith,Maason Smith,,,0,0,0,0,0,0
mazi-smith,Mazi Smith,,,0,0,0,0,0,0
t-j-smith,T.J. Smith,,,0,0,0,0,0,0
xavier-smith,Xavier Smith,,,0,0,0,0,0,0
christopher-smith-ii,Chris Smith II,,,0,0,0,0,0,0
james-smith-williams,James Smith-Williams,,,0,0,0,0,0,0
charles-snowden,Charles Snowden,,,0,0,0,0,0,0
brevyn-spann-ford,Brevyn Spann-Ford,,,0,0,0,0,0,0
e-j-speed,E.J. Speed,,,0,0,0,0,0,0
omar-speights,Omar Speights,,,0,0,0,0,0,0
isaiah-stalbird,Isaiah Stalbird,,,0,0,0,0,0,0
brandon-stephens-3,Brandon Stephens,,,0,0,0,0,0,0
qwan-tez-stiggers,Qwan'tez Stiggers,,,0,0,0,0,0,0
tarheeb-still,Tarheeb Still,,,0,0,0,0,0,0
derek-stingley-jr,Derek Stingley Jr.,,,0,0,0,0,0,0
aaron-stinnie,Aaron Stinnie,,,0,0,0,0,0,0
eric-stokes-3,Eric Stokes,,,0,0,0,0,0,0
cade-stover,Cade Stover,,,0,0,0,0,0,0
justin-strnad,Justin Strnad,,,0,0,0,0,0,0
grant-stuard,Grant Stuard,,,0,0,0,0,0,0
rex-sunahara,Rex Sunahara,,,0,0,0,0,0,0
chazz-surratt,Chazz Surratt,,,0,0,0,0,0,0
geoff-swaim,Geoff Swaim,,,0,0,0,0,0,0
josh-sweat,Josh Sweat,,,0,0,0,0,0,0
taki-taimani,Taki Taimani,,,0,0,0,0,0,0
t-j-tampa,T.J. Tampa,,,0,0,0,0,0,0
jawaan-taylor,Jawaan Taylor,,,0,0,0,0,0,0
cam-taylor-britt,Cam Taylor-Britt,,,0,0,0,0,0,0
leonard-taylor-iii,Leonard Taylor III,,,0,0,0,0,0,0
drake-thomas,Drake Thomas,,,0,0,0,0,0,0
keir-thomas,Keir Thomas,,,0,0,0,0,0,0
rodney-thomas-4,Rodney Thomas,,,0,0,0,0,0,0
brian-thomas-jr,Brian Thomas Jr.,,,0,0,0,0,0,0
nick-thurman,Nick Thurman,,,0,0,0,0,0,0
dondrea-tillman,Dondrea Tillman,,,0,0,0,0,0,0
channing-tindall,Channing Tindall,,,0,0,0,0,0,0
jake-tonges,Jake Tonges,,,0,0,0,0,0,0
brycen-tremayne,Brycen Tremayne,,,0,0,0,0,0,0
cory-trice-jr,Cory Trice Jr.,,,0,0,0,0,0,0
jeremiah-trotter-jr,Jeremiah Trotter Jr.,,,0,0,0,0,0,0
justin-tucker,Justin Tucker,,,0,0,0,0,0,0
tre-tucker,Tre Tucker,,,0,0,0,0,0,0
jay-tufele,Jay Tufele,,,0,0,0,0,0,0
josh-tupou,Josh Tupou,,,0,0,0,0,0,0
dallas-turner,Dallas Turner,,,0,0,0,0,0,0
zeke-turner,Ezekiel Turner,,,0,0,0,0,0,0
isaac-ukwu,Isaac Ukwu,,,0,0,0,0,0,0
edefuan-ulofoshio,Edefuan Ulofoshio,,,0,0,0,0,0,0
eyioma-uwazurike,Eyioma Uwazurike,,,0,0,0,0,0,0
ryan-van-demark,Ryan Van Demark,,,0,0,0,0,0,0
ben-vansumeren,Ben VanSumeren,,,0,0,0,0,0,0
devaughn-vele,Devaughn Vele,,,0,0,0,0,0,0
kendal-vickers,Kendal Vickers,,,0,0,0,0,0,0
kindle-vildor,Kindle Vildor,,,0,0,0,0,0,0
cordell-volson,Cordell Volson,,,0,0,0,0,0,0
devontez-walker,Devontez Walker,,,0,0,0,0,0,0
josh-wallace,Josh Wallace,,,0,0,0,0,0,0
jonathan-ward,Jonathan Ward,,,0,0,0,0,0,0
jaylen-watson,Jaylen Watson,,,0,0,0,0,0,0
armon-watts,Armon Watts,,,0,0,0,0,0,0
nathaniel-watson,Nathaniel Watson,,,0,0,0,0,0,0
eric-watts-2,Eric Watts,,,0,0,0,0,0,0
sam-webb,Sam Webb,,,0,0,0,0,0,0
tyrus-wheat,Tyrus Wheat,,,0,0,0,0,0,0
cody-white-2,Cody White,,,0,0,0,0,0,0
josh-whyle,Josh Whyle,,,0,0,0,0,0,0
chris-williams-5,Chris Williams,,,0,0,0,0,0,0
deshawn-williams,DeShawn Williams,,,0,0,0,0,0,0
jonah-williams-2,Jonah Williams,,,0,0,0,0,0,0
joshua-williams,Joshua Williams,,,0,0,0,0,0,0
rodney-williams-2,Rod Williams,,,0,0,0,0,0,0
kendall-williamson,Kendall Williamson,,,0,0,0,0,0,0
brayden-willis,Brayden Willis,,,0,0,0,0,0,0
divaad-wilson,Divaad Wilson,,,0,0,0,0,0,0
marco-wilson,Marco Wilson,,,0,0,0,0,0,0
jacoby-windmon,Jacoby Windmon,,,0,0,0,0,0,0
mekhi-wingo,Mekhi Wingo,,,0,0,0,0,0,0
dee-winters,Dee Winters,,,0,0,0,0,0,0
mitch-wishnowsky,Mitch Wishnowsky,,,0,0,0,0,0,0
charlie-woerner,Charlie Woerner,,,0,0,0,0,0,0
julius-wood,Julius Wood,,,0,0,0,0,0,0
zach-wood,Zach Wood,,,0,0,0,0,0,0
colby-wooden,Colby Wooden,,,0,0,0,0,0,0
charles-woods,Charles Woods,,,0,0,0,0,0,0
mike-woods-3,Mike Woods,,,0,0,0,0,0,0
matthew-wright,Matthew Wright,,,0,0,0,0,0,0
colson-yankoff,Colson Yankoff,,,0,0,0,0,0,0
russ-yeast,Russ Yeast,,,0,0,0,0,0,0
kenny-yeboah,Kenny Yeboah,,,0,0,0,0,0,0
dareke-young,Dareke Young,,,0,0,0,0,0,0
shane-zylstra,Shane Zylstra,,,0,0,0,0,0,0

